31	@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches	positive
32	@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining	negative
33	@JetBlue don't I always?	neutral
34	@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you	positive
35	@JetBlue flying to Denver March 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago	negative
36	@JetBlue just mine sadly.. But yea the fly fi is awesome	positive
37	@SouthwestAir discount for three delays?	negative
38	@SouthwestAir what is the status of the bag check area at FFL?	neutral
39	@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.	negative
40	@united @gg8929 Ladies and gents - United Airlines...	neutral
41	@USAirways now you just hang up on me. Iâ€™m starting to think this is personal!	negative
42	@AmericanAir is flight 1318 Cancelled Flighted or not? No word from the ground staff.	negative
43	@USAirways I can't even use my return flight home because the change fees you charge are too expensive, forcing me to purchase a new ticket.	negative
44	@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#	neutral
45	@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on	negative
46	@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)	negative
47	@USAirways can I get free wifi since the flight 1808 was Cancelled Flightled?	negative
48	@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!	positive
49	@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome	negative
50	@USAirways would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.	negative
51	@united you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back, total BS	negative
52	@SouthwestAir any official word whether flight 3403 from BWI to Manchester is Cancelled Flightled? I've got an 8hr drive in snow if it is ðŸ˜¢	neutral
53	@USAirways 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?	negative
54	@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...	negative
55	@USAirways now U horrible people say you have no where for her to sleep?	negative
56	@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...	positive
57	@united Blackmailed me into paying Â£130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam	negative
58	@AmericanAir  having trouble getting rebooked	negative
59	@AmericanAir there are no more flights via united when I arrive to DFW and my car is parked at IAH ðŸ˜	negative
60	@USAirways Yes. Confirmation number and all.	neutral
61	@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day	negative
62	@USAirways delayed depart bc ur flight attendant wasn't there. Then after landing took 3 hrs to get a gate. Now it's another he and NO bags	negative
63	@JetBlue sounds fun! How does that work?	neutral
64	@united you guys are gay	negative
65	@united I will but right now I'm to angry	negative
66	â€œ@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.â€ Good luck with that!	negative
67	@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?	negative
68	seriously, I want to work on the JetBlue social team RT @JetBlue: @vincenzolandino http://t.co/eiGaJyzcW2	neutral
69	@AmericanAir trying to book a flight on hold- can't get through to a representative on the phone- Advice?	negative
70	@VirginAmerica trying to book a flight &amp; your site is down ðŸ˜	negative
71	@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.	negative
72	@AmericanAir Funny you should say that. I have been monitoring since January 1st. No change in availability. #fakeawards #LUVisbetter	negative
73	@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.	negative
74	"@AmericanAir it's more than technical problems. #frustrated #answerthephone Res. on hold and can't get thru to use a credit to pay for it"	negative
75	@united passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar.	negative
76	@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.	negative
77	@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love	positive
78	@USAirways 3818 delayed. blue skies all over. #whyisusairALWAYSDELAYED???	negative
79	ðŸ˜’ "@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77â€	neutral
80	@AmericanAir I know you can't control weather but you can control how you treat customers..#shafted	negative
81	@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail	negative
82	@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!	positive
83	@united a rapid trip plane ticket from Idaho to California that doesn't have problems would be wonderful	negative
84	@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!	negative
85	@united Yes, myself and about 200 other people also.	negative
86	@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver	negative
87	@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf "Breaking Barriers To a Clean Energy Future"	positive
88	@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!	positive
89	@AmericanAir the worst air experience I have ever had and I am not in the first plane yet.	negative
90	@USAirways is holding my luggage hostage from flight 5182	negative
91	@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek	neutral
92	@JetBlue Hawaii what deals u have for me	neutral
93	@SouthwestAir how oh how do we get tickets! ?!	neutral
94	@united San Diego to Chicago. Leaving at 6:15 am tomorrow	neutral
95	@united Call customer service and of course they just say "theres nothing we can do" and then offer a transfer and disconnect the line.	negative
96	@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles.	negative
97	.@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.	negative
98	@JetBlue you stood me up last night, but I'm giving you a second chance. I'm just a boy, tweeting an airline, asking them to fly him home.	negative
99	@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p.	neutral
100	@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?	neutral
101	@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight ðŸ˜¡	negative
102	@united Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1)	negative
103	@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!	positive
104	@AmericanAir pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine.	negative
105	@SouthwestAir Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!	positive
106	@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!	negative
107	@VirginAmerica wish you flew out of Atlanta... Soon?	neutral
108	@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!ðŸ˜œ	positive
109	@united Tell me that you're at least going to cover a room and get me out of here.	negative
110	@JetBlue needs to get its act together in #PHX	negative
111	@SouthwestAir any delays today @CAKairport to Orlando?	neutral
112	@united 25 min hold has now progressed to over an hour...919-675-0985	negative
113	@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough	positive
114	@AmericanAir I've witnessed a manager named Denise yell at 2 different customers with my same issue. #rude	negative
115	@united is ridiculous! UA6 delayed for 3.5 hours and counting. Should have booked with a diff airline that takes it seriously #unitedsucks	negative
116	@SouthwestAir my birthday is February 24th which is the date of the imagine dragons in flight concert btw	neutral
117	@SouthwestAir I couldn't fly you today &amp; it made the trip harder + had to pay for my checked bag. #DevotedyYours but for today. :(	negative
118	@united Contacted yesterday and was told that there's nothing they can do - they suggested I email for some compensation ??? cust service???	negative
119	@AmericanAir  I was told it would be emailed to me, but I haven't received anything yet. How can I follow-up?	negative
120	@AmericanAir @USAirways need to be reported to the @BBB_media for their complete disregard for paying customers! #DoNotFlyWithThem	negative
121	@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor	neutral
122	@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed.	negative
123	@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had	negative
124	@SouthwestAir @FortuneMagazine Congrats!	positive
125	@united DM ed u the request num	neutral
126	@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!	positive
127	@united @perfectomobile You really shouldn't use the word 'crashing.' Just sayin'.	neutral
128	@AmericanAir flight 1388 tomorrow 5:15 am, status please, thanks	neutral
129	@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......	negative
130	@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.	neutral
131	@united @campilley hahaha. If they weren't an American company, i would say this was great sarcasm!!	negative
132	@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost	negative
133	@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules.	negative
134	@united your service sucks to Mexico from houston. You finally realized that snacks in1st don't work you cheap as);:	negative
135	@USAirways my luggage was delayed. I'm looking for compensation, since, you know, you charged me for it then forgot it...	negative
136	â€œ@USAirways: @hegshmeg Oâ€ thank you for that elaborate response	positive
137	@USAirways when I told csr I would close acct, he couldn't care less	negative
138	@USAirways  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold	negative
139	@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?	negative
140	@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, "Fly the Friendly Skies."	positive
141	@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. ðŸ˜’ðŸ‘º we have schedules too	negative
142	@AmericanAir daughter record loc. is KYBILC. She is traveling with 3 y.o. and needs to be in adjacent seats, not across isle.	neutral
143	@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care	negative
144	@VirginAmerica Your planes are really pretty. Just thought u should know that. :)	positive
145	@united y not? You're the reason we're in Houston and not NYC tonight. It took the plane an hour to take off - no explanations or sorry.	negative
146	@SouthwestAir Thanks for not telling us our flight was Cancelled Flightled, not helping us in anyway and ruining my birthday. #worstcustomerservice	negative
147	@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!	positive
148	@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.	negative
149	@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number	neutral
150	@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach	negative
151	@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH	neutral
152	.@united Our newest delay, right now http://t.co/96fTLZWtvO	negative
153	@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .	negative
154	@USAirways been sitting on the tarmac for 90 mins now bc engine is broken. How are u going to compensate passengers #WorstAirline	negative
155	@JetBlue I would love to Fort Lauderdale now that would cool.	neutral
156	@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!	negative
157	@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence	negative
158	@united worked out after all. Thanks for your immediate reply!!	positive
159	@AmericanAir I loved todays fight. But there was a bad draft on the airplane please add more air to air thanksm	negative
160	@JetBlue There's a large family of birds inside T5. Are they fed? Are they there for a purpose?	neutral
161	@united can you help me add my KTN to this reservation PLZ?	neutral
162	@united how about plowing the snow at a gate before the plane arrives so we don't sit for 45 minutes after an 8 hr flight.... Fail	negative
163	@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier	negative
164	@AmericanAir you know I love this airline, but why are my friends @MEGENTRIPODI @jordnnicole7 having such a problem retaining info they need	negative
165	@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab	negative
166	@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform	neutral
167	@USAirways So we got her home, now we just need her bag. Is there a direct desk number for Savannah?	negative
168	@JetBlue using A321 JFK-SEA for Summer 2015. It will be my first A321 flight ever! No Mint to Seattle, Core Config only.	neutral
169	@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation	negative
170	@VirginAmerica Thank you!!	positive
171	@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United	negative
172	@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!	negative
173	@AmericanAir She was at gate on time though, they made her cry, and made a scene for 10 mins instead of boarding her. Plane still outside.	negative
174	@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!	negative
175	RT â€œ@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKygaâ€ @hellobrittNEY_	neutral
176	@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?	negative
177	@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN	negative
178	I left my dildo on the plane is there any way for me to get it back? @united	neutral
179	@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.	negative
180	@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.	neutral
181	@united New Apple crÃ¢pe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj	positive
182	@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv	neutral
183	@AmericanAir Or u cud answer my ? here! 140 is plenty. Inflight stealing going on right now &amp; FA won't have the uncomfortable convo w pass.	negative
184	@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol ðŸ˜ƒ	positive
185	@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.	negative
186	@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek	negative
187	@JetBlue Airways Short Interest Down 3.5% in January (JBLU) - sleekmoney http://t.co/znsUjP86Bv	neutral
188	@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)ðŸ™ðŸ™ðŸ™âœŒï¸ðŸ˜‰)	positive
189	@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ	neutral
190	@usairways the. Worst. Ever. #dca #customerservice	negative
191	@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate	negative
192	@SouthwestAir can I get some luv with a fallow?	neutral
193	@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe	positive
194	@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.	positive
195	@united flight delayed...again...every time. "Maintenance issues"	negative
196	@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife	negative
197	@AmericanAir Reservation Line won't let me speak to a representative because they are too busy. They literally disconnect you. Why bother?	negative
198	@AmericanAir just landed - 3hours Late Flight - and now we need to wait TWENTY MORE MINUTES for a gate!  I have patience but none for incompetence.	negative
199	@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.	positive
200	@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.	negative
201	@united will do. Just need to get CVG.... and my bag too. Thanks	positive
202	@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I	neutral
203	@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?	neutral
204	@united like continental's chicken feat fairs	neutral
205	@JetBlue You definitely will!	positive
206	@united good try but @SouthwestAir got her here safer and sooner	negative
207	@AmericanAir no one received text alerts, automated calls, anything either. Literally no information as to what was happening.	negative
208	@USAirways if one with @AmericanAir why can't you use American miles????	negative
209	@AmericanAir to my destination. After waiting 2 hours and missing our second flight with them. Our #luggage made the flight though...	negative
210	@SouthwestAir I never got my flight confirmation. I've been on hold for an hour and I can't get info online. What am I to do?	neutral
211	@AmericanAir Always love opening the upgrade email.	positive
212	@JetBlue Seems very likely.	positive
213	Lol, k. â€œ@JetBlue: Our fleet's on fleek. http://t.co/IUX94Rgc83â€	neutral
214	@AmericanAir wow that's helpful.	positive
215	@JetBlue yes slc on 4/19	neutral
216	@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????	negative
217	@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?	negative
218	@AmericanAir I picked the nonstop flight bc I had things to get to. Shouldâ€™ve taken diff route or airline I suppose!	negative
219	@AmericanAir Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable	negative
220	@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.	negative
221	@JetBlue please provide me your direct email for me to explain.	negative
222	@SouthwestAir it'd be nice if I could get an answer, even a simple "no" would do; I just want to know. :)	negative
223	@SouthwestAir TSA Pre isn't showing up on my boarding passes and I've followed all of the steps. Please help.	negative
224	@united now you've lost my bags too.  At least nobody has done anything to help out.  This is absurd.	negative
225	@united whats UA 1205 lax - newark ??	neutral
226	@JetBlue its a wonderful thing!	positive
227	Cc @DadBoner  #boldflavors â€œ@united: Weâ€™re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options"	positive
228	@SouthwestAir    How's life @ the NOC?	neutral
229	@JetBlue and ask she load the bag for my flight	neutral
230	@USAirways I've been waiting for the callback for EIGHT HOURS. HOW MUCH LONGER?!	negative
231	@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome.	negative
232	@USAirways I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?	negative
233	@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ	neutral
234	@USAirways  #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie	negative
235	@SouthwestAir @AmericanAir y'all are better then @united	positive
236	@SouthwestAir baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???	negative
237	@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel	negative
238	@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.	negative
239	@AmericanAir Always enjoy my time. Now on the plane to DFW!	positive
240	@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica	positive
241	@JetBlue thanks!!	positive
242	@americanair I finally got someone on the phone so no worries!	negative
243	@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior	positive
244	@AmericanAir you have let me down. Seriously. #unhappycustomer	negative
245	@USAirways got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated	negative
246	@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy	negative
247	@USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?	negative
248	@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer "service". Ever. #customerservice #fail	negative
249	@united thank you! Excited to be working with you guys!	positive
250	@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?	negative
251	@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.	negative
252	@SouthwestAir lemme come to #DestinationDragons ðŸ˜­ðŸ˜­ðŸ˜­ this university student could use a break from all these books.	neutral
253	@AmericanAir Why did  AA973 return to JFK? Thanks :)	neutral
254	@united It isnt simple issue, generally how you set up check in/baggage policies at Logan and general unhelpfulness of employees in early AM	negative
255	@AmericanAir I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.	neutral
256	@USAirways That's clever. Its clear you need more agents. 94 min hold and counting. Flex workforces are highly possible in 2015	negative
257	@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways	negative
258	@SouthwestAir I wrote to your customer support on Monday re: a Cancelled Flighted flight but haven't heard back. Any idea what's up? Thanks.	negative
259	@AmericanAir and btwn gate a8 &amp; a15 I lost a diamond earring #dayjustgotWORSE! Pls have maintenance look for it!! http://t.co/UieSR3GHHO	neutral
260	@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3	negative
261	@united No problem just follow me back so I can! Thank you!	positive
262	@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.	negative
263	@SouthwestAir Engadget Theverge Wired reddit	negative
264	@USAirways then why did my whole team be able to put there carry ons under the plane	negative
265	@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines	negative
266	@AmericanAir Its not that I wasn't offered "perks" by @USAirways.  I ASKED and was told, "NO." #thenewamerican	negative
267	â€œ@SouthwestAir: @kirkwoodtiger Hmmm... how does the Caribbean sound? https://t.co/AAY5avg99b ^LDâ€ WARM THANKS!	positive
268	talked to a @JetBlue manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited	negative
269	@USAirways what is the damn delay????	negative
270	@USAirways waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL	negative
271	@united How can I verify if wheelchair assistance has been requested for my next flight?	neutral
272	@AmericanAir Have been trying to reach American Airlines since last evening to Cancelled Flight flights. WORST CUSTOMER SERVICE EVER! What now???	negative
273	@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable.	negative
274	@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve	negative
275	@JetBlue - looking forward to it when we finally take off.	positive
276	@SouthwestAir @karajusto SWA is willing to follow up. FINALLY.	neutral
277	@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U	positive
278	@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican	negative
279	@united why am i mot getting my refund?	negative
280	@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.	negative
281	@united or @flysaa has lost my baggageâ€¦ heard different things from different employees of @united. @flysaa has said nothing.	negative
282	@united should hire extra customer service reps. 50 minute wait time to ask one question? I would rather just fly another airline, thanks.	negative
283	@USAirways 4 segments, 4/4 delayed. Gnv &gt; CTL . CTL &gt; JAN . JAN &gt; CTL . CTL &gt; GNV. My year off from flying with you guys was the way to go.	negative
284	@USAirways Is there a phone line to call into that isn't being affected by "bad weather"? Trying to book a vacation, here... ðŸ‘€	neutral
285	@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.	negative
286	@united FYI, went through this on similar flight last week.	neutral
287	@united Club in Denver is dope ðŸ‘Œ	positive
288	@JetBlue anything serious I should worry about?	negative
289	@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY	negative
290	@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.	negative
291	@AmericanAir LITERALLY just told me they'd rather have an empty seat than my mom get to come earlier &amp; take me to Dr. appointment. WOW	negative
292	@USAirways so upset with customer service. I have a simple question and the phone system has disconnected me all day today and yesterday.	negative
293	@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223	positive
294	@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes	positive
295	@USAirways on hold now over 2 hrs on one phone hung on 5 x on another? How do you reach a person? No weather condition makes this excusable!	negative
296	@AmericanAir yep, they moved me to 16A as they showed me flying "standby"	neutral
297	@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)	neutral
298	@AmericanAir me too. Despite the chaos, I'm still grateful for a flight home âœˆï¸	positive
299	@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484	negative
300	@JetBlue understood ... but could I go and put myself on the standby list 5 hours prior to my flight?	negative
301	@SouthwestAir Since when did it become ok for a passenger to save 3 rows of seats for people with a Late Flightr boarding position?how rude!	negative
302	@JetBlue Left my coat on flight 453 this morning in overhead bin.  Reported seat 12A, but I was 11A.  Thx.  Ticket 2792125083854	neutral
303	@americanair Any hints to get through to and stay connected with you to rearrange weather reLate Flightd Cancelled Flights? Hours in now w/nothing.	negative
304	@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot	positive
305	@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted	negative
